,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,count
1322,4347,4347,WB Panatella BV @ Panatella HL NW,,51.168859,-114.088258,,,0,38
1323,4348,4348,SB Coventry Hills WY @ Covemeadow RD NE,,51.168464,-114.062625,,,0,48
1324,4350,4350,WB 14 AV SE @ 47 ST SE,,51.040991,-113.966302,,,0,37
1325,4351,4351,WB 14 AV SE @ 49 ST SE,,51.040988,-113.963434,,,0,37
1326,4352,4352,EB 17th AV SE @ 61st ST SE,,51.037745,-113.942165,,,0,102
1327,4356,4356,WB Marlborough DR @ Marlborough WY NE,,51.059595,-113.975762,,,0,35
1328,4358,4358,WB Memorial DR @ 47 ST NE,,51.052993,-113.964333,,,0,38
1329,4359,4359,WB Memorial DR @ 59 ST NE,,51.053451,-113.94946,,,0,38
1330,4360,4360,SB Abbeydale DR @ 4 AV NE,,51.05468,-113.931154,,,0,99
1331,4361,4361,WB Memorial DR @ Abbeydale DR NE,,51.052561,-113.931993,,,0,99
1332,4362,4362,WB Memorial DR @ 68 ST NE,,51.052522,-113.935977,,,0,99
1333,4363,4363,SB Abbeydale DR @ Abergale DR NE,,51.058279,-113.926733,,,0,61
1334,4364,4364,EB Abbotsford DR @ Abingdon CR NE,,51.06379,-113.928666,,,0,61
1335,4365,4365,EB Abbotsford DR @ Aboyne WY NE,,51.063248,-113.930986,,,0,61
1336,4366,4366,EB Abbotsford DR @ 68 ST NE,,51.062726,-113.934404,,,0,61
1337,4367,4367,NB Abbeydale DR @ Abalone CR NE,,51.056506,-113.928078,,,0,57
1338,4368,4368,NB Abbeydale DR @ Aberdare CR NE,,51.058932,-113.92659,,,0,57
1339,4369,4369,NB Abbeydale DR @ Memorial DR E,,51.053025,-113.931163,,,0,57
1340,4370,4370,EB Memorial DR @ Penworth DR SE,,51.052849,-113.948458,,,0,38
1341,4371,4371,EB Memorial DR @ 47 ST SE,,51.052725,-113.963023,,,0,38
1342,4372,4372,EB Memorial DR @ Forest RD SE,,51.052873,-113.957647,,,0,38
1343,4373,4373,NB Deer Ridge DR @ S. of Canyon Meadows DR SE,,50.930364,-114.026931,,,0,22
1344,4374,4374,WB Abbeydale DR @ Aboyne WY NE,,51.060008,-113.932131,,,0,57
1345,4375,4375,WB 8 AV SE @ 44 ST SE,,51.045238,-113.970534,,,0,98
1346,4376,4376,WB 8 AV SE @ 47 ST SE,,51.045243,-113.966195,,,0,61
1347,4377,4377,SB Madigan DR @ Malvern DR NE,,51.057808,-113.940638,,,0,35
1348,4378,4378,SB Madigan DR @ 8 AV NE,,51.059427,-113.940646,,,0,35
1349,4379,4379,SB Madigan DR @ Maitland DR NE,,51.060919,-113.940604,,,0,61
1350,4380,4380,EB Madigan DR @ Madeira DR NE,,51.063213,-113.945777,,,0,61
1351,4381,4381,EB Madigan DR @ Madeira RD NE,,51.062936,-113.949636,,,0,61
1352,4382,4382,EB Madigan DR @ Madeira DR NE,,51.062453,-113.953165,,,0,61
1353,4383,4383,WB Country Hills BV @ Panorama Hills BV NW,,51.14827,-114.074819,,,0,8
1354,4384,4384,WB Southland DR @ Fairmount DR SE,,50.964189,-114.059355,,,0,20
1355,4385,4385,WB Southland DR @ 5 ST SE,,50.96415,-114.052848,,,0,20
1356,4386,4386,SB Acadia DR @ 97 AV SE,,50.965786,-114.048514,,,0,37
1357,4392,4392,EB Heritage DR @ Fairview DR SE,,50.979486,-114.063161,,,0,29
1358,4393,4393,WB Heritage DR @ Fairview DR SE,,50.979651,-114.064376,,,0,28
1359,4398,4398,NB Acadia DR @ Allden PL SE,,50.968066,-114.048326,,,0,38
1360,4399,4399,NB Acadia DR @ Athens RD SE,,50.966456,-114.048329,,,0,38
1361,4400,4400,EB Southland DR @ Fairmount DR SE,,50.963914,-114.058119,,,0,20
1362,4401,4401,EB Southland DR @ Oakmoor DR SW,,50.961205,-114.113895,,,0,52
1363,4402,4402,NB 24 ST SW @ Anderson RD,,50.950821,-114.117729,,,0,32
1364,4403,4403,WB Whitehorn DR @ 39 ST NE,,51.085085,-113.978126,,,0,48
1365,4404,4404,WB Whitehorn DR @ Whitehorn CR NE,,51.084841,-113.97043,,,0,48
1366,4405,4405,WB Whitehorn DR @ Whitehorn RD NE,,51.084794,-113.96792,,,0,48
1367,4406,4406,WB Whitehorn DR @ 49 ST NE,,51.085812,-113.96314,,,0,48
1368,4407,4407,WB Temple DR @ 56 ST NE,,51.085582,-113.952572,,,0,48
1369,4408,4408,WB Temple DR @ 60 ST NE,,51.084968,-113.947343,,,0,48
1370,4409,4409,NB Lake Bonavista DR @ 120 AV SE,,50.945709,-114.048861,,,0,33
1371,4410,4410,SB Rundlehorn DR @ 28 AV NE,,51.077527,-113.941065,,,0,43
1372,4411,4411,EB 28 AV NE @ 56 ST NE,,51.077522,-113.949461,,,0,43
1373,4412,4412,EB Pinetown PL @ 56 ST NE,,51.076833,-113.952376,,,0,43
1374,4413,4413,EB Country Hills BV @ Coventry Hills BV NE,,51.154062,-114.051883,,,0,80
1375,4414,4414,WB Panatella BV @ Panatella ST NW,,51.168265,-114.092364,,,0,38
1376,4415,4415,WB 42 AV SE @ Brandon ST,,51.016024,-114.055348,,,0,30
1377,4416,4416,WB 42 AV SE @ Cleveland CR SE,,51.016008,-114.053994,,,0,50
1378,4417,4417,EB Country Hills BV @ Country Hills DR NW,,51.147555,-114.076423,,,0,10
1379,4418,4418,NB Hidden Valley LI @ Hidden Valley DR NW,,51.151315,-114.106076,,,0,139
1380,4419,4419,EB 58 AV SE @ 9 ST SE,,51.001681,-114.040176,,,0,67
1381,4420,4420,EB 58 AV SE @ Blackfoot TR,,51.001274,-114.047201,,,0,67
1382,4421,4421,NB Hidden Valley DR @ Hidden Valley GV NW,,51.14928,-114.102921,,,0,79
1383,4422,4422,EB 58 AV SE @ 4 ST SE,,51.001309,-114.053215,,,0,67
1384,4423,4423,WB 58 AV SE @ 3 ST SE,,51.001456,-114.057611,,,0,71
1385,4424,4424,WB 58 AV SE @ 2 ST SE,,51.001453,-114.060704,,,0,71
1386,4425,4425,WB 58 AV SE @ 4 ST SE,,51.001471,-114.054645,,,0,71
1387,4426,4426,WB 58 AV SE @ 9 ST SE,,51.001827,-114.041322,,,0,71
1388,4427,4427,WB 58 AV SE @ Burbank RD,,51.001538,-114.046258,,,0,71
1389,4428,4428,NB 11 ST SE @ 60 AV SE,,50.998413,-114.037262,,,0,71
1390,4429,4429,SB 11 ST SE @ 64 AV SE,,50.994964,-114.039221,,,0,67
1391,4430,4430,EB 42 AV SE @ 9 ST SE,,51.015964,-114.040164,,,0,50
1392,4431,4431,SB 9 ST SE @ N. of 42 AV SE,,51.018022,-114.040775,,,0,30
1393,4432,4432,SB 9 ST SE @ S. of 34 AV SE,,51.021268,-114.040753,,,0,30
1394,4433,4433,EB Manhattan RD @ Manitou RD SE,,51.011158,-114.050949,,,0,30
1395,4434,4434,SB Manhattan RD @ Manitoba RD SE,,51.013297,-114.053496,,,0,30
1396,4435,4435,SB Manhattan RD @ 42 AV SE,,51.015394,-114.05352,,,0,30
1397,4441,4441,NB Kincora BV @ Kincora DR NW,,51.159328,-114.127889,,,0,39
1398,4442,4442,NB Kincora DR @ Kincora LD NW,,51.15758,-114.126309,,,0,39
1399,4443,4443,EB Kincora DR @ Kincora BA NW,,51.154625,-114.129783,,,0,39
1400,4444,4444,EB Kincora DR @ Kincora HT NW,,51.155269,-114.135121,,,0,39
1401,4445,4445,EB Kincora DR @ Kincora MR NW,,51.15654,-114.137831,,,0,39
1402,4450,4450,WB Kincora BV @ Symons Valley RD NW,,51.160732,-114.126485,,,0,42
1403,4451,4451,NB Beacon Hill Ctr @ Shoppers Drug Mart,,51.157715,-114.159874,,,0,36
1404,4453,4453,EB Valley Springs RD @ Valley Brook CI NW,,51.092791,-114.23881,,,0,39
1405,4454,4454,EB Country Hills BV @ Harvest Hills GA NE,,51.154099,-114.04729,,,0,80
1406,4455,4455,EB Country Hills BV @ Coventry BV NE,,51.154095,-114.04144,,,0,80
1407,4457,4457,NB Harvest Hills BV @ 96 AV NE,,51.143221,-114.067713,,,0,95
1408,4458,4458,NB Centre ST N @ N. of Beddington BV,,51.126162,-114.071243,,,0,134
1409,4459,4459,NB Centre ST N @ 78 AV N,,51.123326,-114.071242,,,0,139
1410,4460,4460,NB 44 ST SE @ 11 AV SE,,51.043584,-113.969871,,,0,78
1411,4461,4461,NB 44 ST SE @ 14 AV SE,,51.041299,-113.969877,,,0,78
1412,4462,4462,NB 44 ST SE @ 8 AV SE,,51.045491,-113.969875,,,0,41
1413,4463,4463,NB 44 ST SE @ 19 AV SE,,51.03664,-113.969898,,,0,41
1414,4464,4464,NB 44 ST SE @ 26 AV SE,,51.030902,-113.9699,,,0,41
1415,4465,4465,EB 26 AV SE @ 41 ST SE,,51.03044,-113.973596,,,0,41
1416,4466,4466,NB 41 ST SE @ Doverville CR,,51.029069,-113.974156,,,0,41
1417,4467,4467,NB 39 ST SE @ Dovercliffe WY,,51.023798,-113.976582,,,0,41
1418,4468,4468,EB 30 AV SE @ 39 ST SE,,51.026817,-113.976457,,,0,41
1419,4469,4469,EB Dover Ridge DR @ Doverview DR SE,,51.021019,-113.984593,,,0,67
1420,4470,4470,NB Dover Ridge DR @ Dovercroft RD SE,,51.019564,-113.987497,,,0,67
1421,4471,4471,SB 28 ST SE @ 32 AV SE,,51.025192,-113.991553,,,0,36
1422,4472,4472,SB 30 AV SE @ 28 ST SE,,51.026442,-113.991871,,,0,36
1423,4473,4473,EB 14 AV SE @ 27 ST SE,,51.040436,-113.994931,,,0,36
1424,4474,4474,EB 14 AV SE @ 25 ST SE,,51.040431,-113.999654,,,0,36
1425,4475,4475,SB 28 ST SE @ 14 AV SE,,51.040129,-113.993167,,,0,36
1426,4476,4476,WB 11 AV SE @ 28 ST SE,,51.042919,-113.993543,,,0,36
1427,4477,4477,NB Radcliffe DR @ 12 AV SE,,51.04535,-113.992943,,,0,36
1428,4478,4478,EB 11 AV SE @ 26 ST SE,,51.042815,-113.999671,,,0,36
1429,4479,4479,NB 25 ST SE @ 14 AV SE,,51.040796,-114.000187,,,0,36
1430,4480,4480,NB 28 ST SE @ 16 AV SE,,51.039936,-113.99298,,,0,36
1431,4481,4481,WB 16 AV SE @ Robson CR,,51.039433,-113.991286,,,0,36
1432,4482,4482,NB 28 ST @ 28 AV SE,,51.029362,-113.99211,,,0,36
1433,4483,4483,SB Dover Ridge DR @ Doverthorn WY SE,,51.019538,-113.987855,,,0,71
1434,4484,4484,WB Dover Ridge DR @ 33 ST SE,,51.020832,-113.985731,,,0,71
1435,4485,4485,WB Dover Ridge DR @ Dover Meadow CL SE,,51.02118,-113.97902,,,0,39
1436,4486,4486,SB 41 ST SE @ 26 AV SE,,51.03018,-113.974341,,,0,39
1437,4487,4487,SB 39 ST SE @ 30 AV SE,,51.026509,-113.977076,,,0,39
1438,4488,4488,WB 30 AV SE @ 41 ST SE,,51.026935,-113.974766,,,0,39
1439,4489,4489,SB 41 ST SE @ Doverville CR,,51.028517,-113.974363,,,0,39
1440,4490,4490,SB 44 ST SE @ 23 AV SE,,51.032958,-113.970122,,,0,39
1441,4491,4491,SB 44 ST SE @ 21 AV SE,,51.034379,-113.970115,,,0,39
1442,4492,4492,SB 44 ST SE @ 14 AV SE,,51.040604,-113.970108,,,0,76
1443,4493,4493,SB 44 ST SE @ 8 AV SE,,51.04485,-113.970117,,,0,76
1444,4494,4494,SB 44 ST SE @ 4 AV SE,,51.048996,-113.970117,,,0,39
1445,4495,4495,WB Temple DR @ Templewood RD NE,,51.091552,-113.954194,,,0,59
1446,4496,4496,WB Temple DR @ Templemont DR NE,,51.092336,-113.949457,,,0,59
1447,4497,4497,EB Temple DR @ 60 ST NE,,51.08485,-113.946251,,,0,48
1448,4498,4498,EB Temple DR @ 56 ST NE,,51.085108,-113.951661,,,0,48
1449,4499,4499,EB Whitehorn DR @ 48 ST NE,,51.085486,-113.963775,,,0,47
1450,4500,4500,EB Whitehorn DR @ Whiteview RD NE,,51.084867,-113.965887,,,0,47
1451,4501,4501,EB Whitehorn DR @ Whitlock PL NE,,51.084971,-113.973378,,,0,47
1452,4502,4502,EB Whitehorn DR @ 38 ST NE,,51.084958,-113.978091,,,0,47
1453,4503,4503,WB 19 AV SE @ 9 ST SE,,51.036267,-114.039498,,,0,38
1454,4505,4505,NB 11 ST SE @ 26 AV SE,,51.031174,-114.036584,,,0,38
1455,4506,4506,NB Ogden RD @ Bonnybrook RD SE,,51.028147,-114.030744,,,0,38
1456,4507,4507,NB Ogden RD @ N. of 34 AV SE,,51.025359,-114.030751,,,0,38
1457,4508,4508,NB Ogden RD @ 38 AV SE,,51.020557,-114.030103,,,0,38
1458,4509,4509,WB Ogden RD @ 15A ST SE,,51.018665,-114.024334,,,0,58
1459,4510,4510,WB Ogden RD @ 16A ST SE,,51.018681,-114.020368,,,0,58
1460,4511,4511,NB Ogden RD @ 17A ST SE,,51.017686,-114.017323,,,0,58
1461,4512,4512,NB Ogden RD @ S. of 50 AV SE,,51.004235,-114.01227,,,0,38
1462,4513,4513,NB Ogden RD @ Millican RD SE,,51.000435,-114.010348,,,0,38
1463,4514,4514,WB Panatella BV @ Panora GA NW,,51.16826,-114.095169,,,0,38
1464,4516,4516,SB Panatella BV @ Panora HT NW,,51.167367,-114.097756,,,0,38
1465,4517,4517,WB 62 AV SE @ 17A ST SE,,50.997779,-114.018344,,,0,38
1466,4518,4518,SB Panatella BV @ Hidden Creek BV NW,,51.16522,-114.099076,,,0,38
1467,4521,4521,NB 20A ST SE @ Lynndale RD,,50.990021,-114.010091,,,0,59
1468,4522,4522,WB 76 AV SE @ 24 ST SE,,50.985099,-114.002313,,,0,71
1469,4523,4523,NB 20A ST SE @ 76 AV SE,,50.985415,-114.010074,,,0,59
1470,4524,4524,WB 76 AV SE @ 21A ST SE,,50.985118,-114.007969,,,0,71
1471,4525,4525,WB 76 AV SE @ 22A ST SE,,50.985108,-114.00512,,,0,71
1472,4526,4526,EB 76 AV SE @ 24 ST SE,,50.984967,-114.001039,,,0,67
1473,4527,4527,EB 76 AV SE @ 21A ST SE,,50.984987,-114.006724,,,0,67
1474,4528,4528,EB 76 AV SE @ 20A ST SE,,50.984981,-114.009617,,,0,67
1475,4529,4529,SB 20A ST SE @ 74 AV SE,,50.986518,-114.010274,,,0,59
1476,4530,4530,NB Centre ST N @ 64 AV N,,51.111211,-114.062258,,,0,145
1477,4532,4532,EB Panatella BV @ Pantego LN NW,,51.163525,-114.095712,,,0,38
1478,4534,4534,SB Ogden RD @ 42 AV SE,,51.015052,-114.015296,,,0,58
1479,4535,4535,SB Ogden RD @ 17A ST SE,,51.016997,-114.017125,,,0,58
1480,4536,4536,EB Ogden RD @ 16A ST SE,,51.018522,-114.020122,,,0,58
1481,4537,4537,EB Ogden RD @ 14A ST SE,,51.018559,-114.026152,,,0,58
1482,4538,4538,SB Ogden RD @ Highfield BV SE,,51.019618,-114.029963,,,0,58
1483,4539,4539,SB Ogden RD @ N. of 34 AV SE,,51.024988,-114.031003,,,0,38
1484,4540,4540,SB Ogden RD @ Blackfoot TR SE,,51.029142,-114.031294,,,0,38
1485,4541,4541,EB 26 AV SE @ Portland ST,,51.030518,-114.033431,,,0,38
1486,4542,4542,SB 8 ST SE @ 11 AV SE,,51.039843,-114.041809,,,0,38
1487,4543,4543,SB 8 ST SE @ 17 AV SE,,51.037557,-114.041413,,,0,38
1488,4544,4544,SB Spiller RD @ 20 AV SE,,51.035844,-114.041608,,,0,38
1489,4545,4545,NB Centre ST N @ 56 AV N,,51.103064,-114.062317,,,0,145
1490,4548,4548,WB 62 AV SE @ 19 ST SE,,50.997765,-114.014639,,,0,38
1491,4550,4550,NB Southport RD @ S. of Southland DR SW,,50.963143,-114.072155,,,0,26
1492,4551,4551,NB Southport RD @ 99 AV SW,,50.961594,-114.072423,,,0,26
1493,4552,4552,NB Centre ST N @ 40 AV N,,51.089104,-114.062317,,,0,134
1494,4553,4553,SB Southport RD @ Southport WY SW,,50.959162,-114.07232,,,0,26
1495,4554,4554,SB Southport RD @ 99 AV SW,,50.96062,-114.073069,,,0,26
1496,4555,4555,NB Centre ST N @ 17 AV N,,51.067759,-114.062342,,,0,134
1497,4556,4556,NB Centre ST S @ 4 AV S,,51.049146,-114.062593,,,0,95
1498,4557,4557,WB 44 AV NE @ 38 ST NE,,51.091222,-113.978926,,,0,130
1499,4558,4558,WB 44 AV NE @ 40 ST NE,,51.092196,-113.975891,,,0,130
1500,4559,4559,WB 44 AV NE @ Whiteridge WY,,51.092544,-113.968826,,,0,130
1501,4560,4560,WB 44 AV NE @ 49 ST NE,,51.091694,-113.963454,,,0,130
1502,4561,4561,EB Castleridge BV @ E. of Westwinds DR NE,,51.100353,-113.961972,,,0,131
1503,4562,4562,EB Castleridge BV @ 54 AV NE,,51.103193,-113.968787,,,0,60
1504,4563,4563,EB Falconridge DR @ Falconridge CR NE,,51.098591,-113.951988,,,0,60
1505,4564,4564,EB 5 AV SW @ 2 ST SW,,51.048424,-114.066763,,,0,107
1506,4565,4565,EB Falconridge DR @ Falconridge CR NE,,51.099314,-113.947654,,,0,60
1507,4566,4566,EB 5 AV SW @ 6 ST SW,,51.048679,-114.075494,,,0,101
1508,4567,4567,NB 6 ST SW @ 7 AV SW,,51.046734,-114.07613,,,0,156
1509,4568,4568,EB 9 AV SW @ 9 ST SW,,51.04512,-114.084265,,,0,61
1510,4577,4577,WB Heritage DR @ 10 ST SW,,50.97964,-114.088714,,,0,109
1511,4578,4578,WB Heritage DR @ Churchill DR SW,,50.97968,-114.092537,,,0,109
1512,4579,4579,EB Heritage DR @ 10 ST SW,,50.979491,-114.087769,,,0,108
1513,4582,4582,WB 6 AV SW @ 5 ST SW,,51.047852,-114.074447,,,0,153
1514,4583,4583,WB 6 AV SW @ 2 ST SW,,51.047672,-114.068694,,,0,206
1515,4584,4584,SB Centre ST S @ 5 AV S,,51.047843,-114.063004,,,0,99
1516,4585,4585,SB Centre ST N @ 16 AV N,,51.066355,-114.062645,,,0,137
1517,4586,4586,SB Centre ST N @ 40 AV N,,51.088284,-114.062612,,,0,137
1518,4587,4587,SB Centre ST N @ Northmount DR N,,51.102287,-114.062552,,,0,148
1519,4588,4588,SB Centre ST N @ 64 AV N,,51.109826,-114.062617,,,0,148
1520,4589,4589,SB Centre ST N @ 78 AV N,,51.122391,-114.0716,,,0,137
1521,4590,4590,SB Centre ST N @ N. of Beddington BV N,,51.126378,-114.071629,,,0,137
1522,4591,4591,SB Harvest Hills BV @ Country Hills RD NW,,51.143302,-114.06833,,,0,99
1523,4592,4592,SB Harvest Hills BV @ Panamount GA NW,,51.155699,-114.069758,,,0,99
1524,4593,4593,North Pointe Terminal A,,51.157378,-114.067849,,,0,194
1525,4594,4594,NB 37 ST SW @ 54 AV SW,,51.004559,-114.140885,,,0,43
1526,4595,4595,NB 37 ST SW @ 61 AV SW,,50.999046,-114.140897,,,0,46
1527,4596,4596,NB 37 ST SW @ Law DR,,50.996617,-114.140903,,,0,46
1528,4597,4597,WB 66 AV SW @ Lethbridge CR,,50.99463,-114.14017,,,0,46
1529,4598,4598,WB 66 AV SW @ Legare DR,,50.994647,-114.126957,,,0,46
1530,4599,4599,WB 66 AV SW @ Laurel CR,,50.994644,-114.12355,,,0,46
1531,4600,4600,WB 66 AV SW @ Lionel CR,,50.994654,-114.1203,,,0,46
1532,4601,4601,EB 63 AV SW @ Lacombe WY,,50.997108,-114.119521,,,0,46
1533,4602,4602,SB Lancaster WY @ Lathom CR SW,,50.99803,-114.126619,,,0,46
1534,4603,4603,EB Lancaster WY @ Leduc CR SW,,50.998607,-114.128879,,,0,46
1535,4604,4604,SB Lakeview DR @ 58 AV SW,,51.001698,-114.134974,,,0,46
1536,4605,4605,SB Lakeview DR @ 54 AV SW,,51.003853,-114.136943,,,0,43
1537,4606,4606,SB Lakeview DR @ La Salle CR SW,,51.005649,-114.136898,,,0,43
1538,4607,4607,WB 12 AV NE @ 4 ST NE,,51.063363,-114.053842,,,0,30
1539,4608,4608,WB 12 AV NE @ 5 ST NE,,51.063344,-114.051302,,,0,30
1540,4609,4609,NB 6 ST NE @ Radford RD,,51.061809,-114.048245,,,0,30
1541,4610,4610,WB 8 AV NE @ Remington RD,,51.059683,-114.043484,,,0,30
1542,4611,4611,WB 8 AV NE @ Russet RD,,51.059683,-114.041358,,,0,30
1543,4612,4612,SB Regal CR @ Radford RD NE,,51.060919,-114.037239,,,0,30
1544,4613,4613,SB Renfrew DR @ 15 AV NE,,51.064977,-114.034096,,,0,30
1545,4614,4614,EB 15 AV NE @ Remington RD,,51.065739,-114.037531,,,0,30
1546,4615,4615,NB Remington RD @ Regal CR NE,,51.063186,-114.039378,,,0,30
1547,4616,4616,EB Regal CR @ 7 ST NE,,51.063214,-114.045458,,,0,30
1548,4617,4617,EB Regal CR @ 6 ST NE,,51.063217,-114.047699,,,0,30
1549,4618,4618,EB 12 AV NE @ 5 ST NE,,51.063231,-114.050039,,,0,30
1550,4619,4619,EB 12 AV NE @ 4 ST NE,,51.063231,-114.052551,,,0,30
1551,4620,4620,EB 12 AV SW @ 16 ST SW,,51.04236,-114.098676,,,0,31
1552,4624,4624,EB BOW TR @ 26 ST SW,,51.041439,-114.122233,,,0,58
1553,4626,4626,SB Spruce DR @ 8 AV SW,,51.044673,-114.135604,,,0,37
1554,4627,4627,SB Spruce DR @ Cedar CR SW,,51.047758,-114.135228,,,0,37
1555,4628,4628,EB Spruce DR @ 37 ST SW,,51.052217,-114.140647,,,0,37
1556,4629,4629,EB Spruce DR @ 40 ST SW,,51.052201,-114.144772,,,0,37
1557,4630,4630,EB Spruce DR @ 42 ST SW,,51.052228,-114.147339,,,0,37
1558,4631,4631,EB Spruce DR @ Wedgewood DR SW,,51.052225,-114.149808,,,0,37
1559,4632,4632,EB Spruce DR @ Windermere RD SW,,51.052218,-114.157286,,,0,37
1560,4633,4633,WB Windermere RD @ Wimbledon CR SW,,51.05094,-114.155766,,,0,37
1561,4634,4634,WB Windermere RD @ 45 ST SW,,51.05012,-114.153476,,,0,37
1562,4642,4642,WB 10 AV SW @ 19 ST SW,,51.044637,-114.106812,,,0,32
1563,4646,4646,EB Copperfield BV @ Copperfield MR SE,,50.910784,-113.936964,,,0,41
1564,4647,4647,SB Copperfield BV @ Copperfield MR SE,,50.910248,-113.937992,,,0,4
1565,4648,4648,SB Palliser DR @ Pump Hill GA SW,,50.962847,-114.102826,,,0,39
1566,4650,4650,EB Palliser DR @ 22 ST SW,,50.968903,-114.11272,,,0,39
1567,4651,4651,EB Palliser DR @ 24 ST SW,,50.969383,-114.11722,,,0,39
1568,4652,4652,EB Palliser DR @ Oakdale PL SW,,50.969392,-114.12014,,,0,39
1569,4654,4654,EB Palliser DR @ Oakfield DR SW,,50.97038,-114.130663,,,0,39
1570,4656,4656,NB Cedarille DR @ Cedarille CR SW,,50.958449,-114.135985,,,0,37
1571,4657,4657,NB Cedarille DR @ Cedarwood RI SW,,50.953444,-114.135495,,,0,37
1572,4658,4658,NB Cedarille DR @ Cedarwood HL SW,,50.956101,-114.135973,,,0,37
1573,4659,4659,WB Oakfield DR @ W. of Cedarbrook BA SW,,50.954094,-114.1257,,,0,37
1574,4660,4660,SB 30 ST SW @ Oakfield DR SW,,50.953607,-114.129675,,,0,37
1575,4661,4661,WB Oakfield DR @ 26 ST SW,,50.954126,-114.121526,,,0,37
1576,4664,4664,SB 24 ST SW @ 98 AV SW,,50.964751,-114.118181,,,0,34
1577,4666,4666,WB Palliser DR @ Pump Hill PL SW,,50.965968,-114.103159,,,0,15
1578,4667,4667,NB Palliser DR @ Pump Hill GA SW,,50.963811,-114.101797,,,0,15
1579,4668,4668,SB Barlow TR @ Country Hills BV NE,,51.153332,-114.001943,,,0,84
1580,4669,4669,WB 9 AV SE @ 20 ST SE,,51.034767,-114.018366,,,0,22
1581,4670,4670,NB 17 ST SE @ 24 AV SE,,51.032266,-114.01904,,,0,22
1582,4671,4671,NB 17 ST SE @ 26 AV SE,,51.030872,-114.019058,,,0,22
1583,4672,4672,NB 17 ST SE @ 28 AV SE,,51.029323,-114.019001,,,0,45
1584,4673,4673,SB 20 ST SE @ 9 AV SE,,51.034151,-114.018548,,,0,23
1585,4674,4674,SB 17 ST SE @ 26 AV SE,,51.030203,-114.019287,,,0,23
1586,4675,4675,SB 17 ST SE @ 24 AV SE,,51.031595,-114.019212,,,0,23
1587,4676,4676,SB Barlow TR @ Freeport BV NE,,51.149986,-114.001974,,,0,79
1588,4677,4677,SB Barlow TR @ 100 AV NE,,51.142461,-114.002104,,,0,79
1589,4678,4678,NB Royal Birch BV @ Royal Oak DR NW,,51.148162,-114.216988,,,0,39
1590,4679,4679,NB 8 ST SW @ 19 AV SW,,51.036448,-114.0817,,,0,40
1591,4683,4683,EB 38 AV SW @ 16 ST SW,,51.020106,-114.099826,,,0,40
1592,4684,4684,NB 16 ST SW @ 40 AV SW,,51.018492,-114.100383,,,0,40
1593,4685,4685,NB 16 ST SW @ 42 AV SW,,51.016405,-114.1004,,,0,40
1594,4686,4686,NB 16 ST SW @ 44 AV SW,,51.014687,-114.100393,,,0,40
1595,4687,4687,EB 50 AV SW @ 19 ST SW,,51.008618,-114.105933,,,0,40
1596,4688,4688,NB 16 ST SW @ 50 AV SW,,51.009174,-114.100423,,,0,40
1597,4689,4689,NB 16 ST SW @ 48 AV SW,,51.011036,-114.100421,,,0,40
1598,4690,4690,EB 50 AV SW @ 21A ST SW,,51.008645,-114.113188,,,0,40
1599,4691,4691,WB McKenzie Towne DR @ Elgin ST SE,,50.906123,-113.967538,,,0,38
1600,4692,4692,SB 10 ST NE @ N. of 72 AV NE,,51.119188,-114.040442,,,0,1
1601,4693,4693,SB 10 ST NE @ N. of 72 AV NE,,51.121083,-114.042108,,,0,1
1602,4694,4694,NB 8 ST NE @ N. of 72 AV NE,,51.120042,-114.04326,,,0,1
1603,4695,4695,NB 8 ST NE @ 72 AV NE,,51.118178,-114.044251,,,0,1
1604,4696,4696,WB 50 AV SW @ 16 ST SW,,51.008793,-114.101374,,,0,39
1605,4697,4697,SB 16 ST SW @ 48 AV SW,,51.010222,-114.1006,,,0,39
1606,4698,4698,SB 16 ST SW @ 46 AV SW,,51.012048,-114.100586,,,0,39
1607,4699,4699,SB 16 ST SW @ 42 AV SW,,51.015754,-114.100611,,,0,39
1608,4700,4700,SB 16 ST SW @ 40 AV SW,,51.01775,-114.100587,,,0,39
1609,4701,4701,SB 16 ST SW @ 38 AV SW,,51.019783,-114.100588,,,0,39
1610,4702,4702,WB 38 AV SW @ 15 ST SW,,51.020227,-114.098193,,,0,39
1611,4705,4705,SB 14 ST SW @ 36 AV SW,,51.021277,-114.094804,,,0,39
1612,4706,4706,SB Carleton ST @ Frontenac AV SW,,51.0295,-114.089098,,,0,39
1613,4707,4707,SB Carleton ST @ 12 ST SW,,51.030895,-114.089139,,,0,39
1614,4708,4708,WB Prospect AV @ 10 ST SW,,51.032463,-114.086359,,,0,39
1615,4709,4709,WB Prospect AV @ 8 ST SW,,51.032454,-114.084219,,,0,39
1616,4710,4710,SB 8 ST SW @ Durham AV,,51.033987,-114.082925,,,0,39
1617,4711,4711,SB 8 ST SW @ 19 AV SW,,51.035761,-114.081929,,,0,39
1618,4712,4712,WB 11 AV SW @ 4 ST SW,,51.042714,-114.072217,,,0,71
1619,4713,4713,WB Country Hills BV @ Coventry BV NE,,51.154428,-114.043221,,,0,81
1620,4714,4714,SB 8 ST NE @ N. of 72 AV NE,,51.119333,-114.043663,,,0,1
1621,4715,4715,NB 10 ST NE @ N. of 72 AV NE,,51.12129,-114.042109,,,0,1
